title,genres,director_cast,average_rating,description,cover_url
断背山,剧情|爱情|同性|家庭,导演: 李安 Ang Lee   主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...,8.8,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2169104127.jpg
剪刀手爱德华,剧情|爱情|奇幻,导演: 蒂姆·波顿 Tim Burton   主演: 约翰尼·德普 Johnny Depp / 薇诺娜·...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg
勇敢的心,动作|传记|剧情|历史|战争,导演: 梅尔·吉布森 Mel Gibson   主演: 梅尔·吉布森 Mel Gibson / 苏菲·玛...,8.9,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2004174709.jpg
时空恋旅人,喜剧|爱情|奇幻,导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格里森 Domhnall Gl...,8.8,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2070153774.jpg
驯龙高手,动画|奇幻|冒险,导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders   主演:...,8.8,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2210954024.jpg
消失的爱人,剧情|犯罪|悬疑|惊悚,导演: 大卫·芬奇 David Fincher   主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...,8.7,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg
无人知晓,剧情,导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...,9.1,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p661160053.jpg
倩女幽魂,爱情|奇幻|武侠|古装,导演: 程小东 Siu-Tung Ching   主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...,8.8,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2918554634.jpg
傲慢与偏见,剧情|爱情,导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...,8.7,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2016401659.jpg
新世界,剧情|犯罪,导演: 朴勋政 Hoon-jung Park   主演: 李政宰 Jung-Jae Lee / 崔岷植 Min-sik...,8.9,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg
花样年华,剧情|爱情,导演: 王家卫 Kar Wai Wong   主演: 张曼玉 Maggie Cheung / 梁朝伟 Tony Leu...,8.8,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2918312477.jpg
玩具总动员3,喜剧|动画|奇幻|冒险,导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...,8.9,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg
一个叫欧维的男人决定去死,剧情,导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...,8.9,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg
完美的世界,剧情|犯罪,导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...,9.1,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2190556408.jpg
色，戒,剧情|爱情|情色,导演: 李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...,8.7,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg
阳光灿烂的日子,剧情|爱情,导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao,8.8,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2582946597.jpg
怪兽电力公司,儿童|喜剧|动画|奇幻|冒险,导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...,8.8,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg
小森林 夏秋篇,剧情,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,9.0,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2232317770.jpg
天使爱美丽,剧情|喜剧|爱情,导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg
教父3,剧情|犯罪,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...,9.0,暂无简介,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg
侧耳倾听,剧情|爱情|动画,导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...,8.9,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.jpg
哪吒闹海,冒险|动画|奇幻,导演: 王树忱 Shuchen Wang / 严定宪 Dingxian Yan   主演: 梁正晖 Zhenghui ...,9.2,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.jpg
九品芝麻官,剧情|喜剧|古装,导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...,8.8,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg
被解救的姜戈,剧情|动作|西部|冒险,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...,8.8,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.jpg
请以你的名字呼唤我,剧情|爱情|同性,导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...,8.8,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.jpg
幸福终点站,喜剧|剧情|爱情,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...,8.8,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181698213.jpg
釜山行,动作|惊悚|灾难,导演: 延尚昊 Sang-ho Yeon   主演: 孔刘 Yoo Gong / 郑有美 Yu-mi Jung / 马...,8.6,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg
神偷奶爸,喜剧|动画|冒险,导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...,8.7,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.jpg
小森林 冬春篇,剧情,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,9.0,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2258078370.jpg
喜宴,剧情|喜剧|爱情|同性|家庭,导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎...,9.0,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg
萤火之森,剧情|爱情|动画|奇幻,导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...,8.8,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg
告白,剧情|悬疑,导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...,8.8,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.jpg
玛丽和麦克斯,剧情|喜剧|动画,导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...,9.0,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2923412445.jpg
七武士,动作|冒险|剧情,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...,9.3,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg
头号玩家,动作|科幻|冒险,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...,8.6,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg
模仿游戏,剧情|传记|战争|同性,导演: 莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...,8.8,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2922986728.jpg
惊魂记,悬疑|惊悚|恐怖,导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...,9.0,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.jpg
大鱼,剧情|爱情|奇幻|冒险,导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...,8.8,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg
心灵奇旅,动画|奇幻|音乐,导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers   主演: 杰米·...,8.7,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2595591069.jpg
射雕英雄传之东成西就,喜剧|奇幻|武侠|古装,导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2609063922.jpg
血战钢锯岭,剧情|传记|历史|战争,导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...,8.7,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg
背靠背，脸对脸,剧情,导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang   主演: 牛振华 Zhenhua N...,9.5,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.jpg
机器人之梦,剧情|动画|音乐,导演: 巴勃罗·贝格尔 Pablo Berger   主演: 伊万·拉班达 Ivan Labanda,9.1,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2928203369.jpg
你的名字。,剧情|爱情|动画,导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...,8.5,暂无简介,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2910701461.jpg
我是山姆,剧情|家庭,导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...,9.0,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.jpg
阳光姐妹淘,剧情|喜剧,导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,8.8,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.jpg
恐怖直播,剧情|犯罪|悬疑,导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,8.7,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.jpg
黑客帝国3：矩阵革命,动作|科幻,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...,8.8,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg
末路狂花,犯罪|剧情|惊悚,导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...,9.0,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.jpg
小丑,剧情|犯罪|惊悚,导演: 托德·菲利普斯 Todd Phillips   主演: 杰昆·菲尼克斯 Joaquin Phoeni...,8.7,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.jpg
三块广告牌,剧情|犯罪,导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...,8.7,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2502943384.jpg
谍影重重3,动作|悬疑|惊悚,导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,8.9,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg
电锯惊魂,悬疑|惊悚|恐怖,导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...,8.7,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.jpg
高山下的花环,剧情|战争,导演: 谢晋 Jin Xie   主演: 吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何...,9.5,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2319879389.jpg
无间道2,剧情|犯罪|惊悚,导演: 刘伟强 Andrew Lau / 麦兆辉 Alan Mak   主演: 陈冠希 Edison Chen / ...,8.8,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p958008320.jpg
达拉斯买家俱乐部,剧情|传记|同性,导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...,8.8,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg
疯狂原始人,喜剧|动画|冒险,导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.jpg
绿里奇迹,犯罪|剧情|奇幻|悬疑,导演: 弗兰克·德拉邦特 Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / ...,8.9,暂无简介,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg
爱在午夜降临前,剧情|爱情,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,8.9,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg
疯狂的石头,喜剧|犯罪,导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,8.6,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg
雨中曲,喜剧|歌舞|爱情,导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly   主演: 吉恩·...,9.1,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg
2001太空漫游,科幻|惊悚|冒险,导演: 斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea / ...,8.9,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2926647970.jpg
海街日记,剧情|家庭,导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...,8.8,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.jpg
风之谷,动画|奇幻|冒险,导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...,8.9,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.jpg
上帝之城,犯罪|剧情,导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund  &nbsp...,9.0,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p455677490.jpg
心迷宫,剧情|犯罪|悬疑,导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,8.7,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2926020289.jpg
英雄本色,剧情|动作|犯罪,导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,8.6,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.jpg
记忆碎片,犯罪|剧情|悬疑|惊悚,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.jpg
纵横四海,剧情|喜剧|动作|犯罪,导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,8.8,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.jpg
无敌破坏王,喜剧|动画|奇幻|冒险,导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...,8.7,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.jpg
卢旺达饭店,剧情|传记|历史|战争,导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...,8.9,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470419493.jpg
东京教父,剧情|喜剧|动画,导演: 今敏 Satoshi Kon   主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...,9.0,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.jpg
小偷家族,剧情|犯罪|家庭,导演: 是枝裕和 Hirokazu Koreeda   主演: 中川雅也 Lily Franky / 安藤樱 Sa...,8.7,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg
恐怖游轮,科幻|悬疑|奇幻|惊悚,导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...,8.5,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg
牯岭街少年杀人事件,剧情|犯罪,导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,8.9,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg
冰川时代,喜剧|动画|冒险,导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...,8.7,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.jpg
魔女宅急便,动画|奇幻|冒险,导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg
芙蓉镇,剧情|爱情,导演: 谢晋 Jin Xie   主演: 刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石...,9.3,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575337180.jpg
忠犬八公物语,剧情,导演: 神山征二郎 Seijirô Kôyama   主演: 仲代达矢 Tatsuya Nakadai /...,9.2,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.jpg
岁月神偷,剧情|家庭,导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,8.7,暂无简介,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.jpg
遗愿清单,冒险|喜剧|剧情,导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2676812053.jpg
荒蛮故事,剧情|喜剧|犯罪,导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2919686972.jpg
大佛普拉斯,剧情|喜剧,导演: 黄信尧 Hsin-yao Huang   主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg
源代码,科幻|悬疑|惊悚,导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...,8.6,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg
花束般的恋爱,剧情|爱情,导演: 土井裕泰 Nobuhiro Doi   主演: 菅田将晖 Masaki Suda / 有村架纯 Kasu...,8.6,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2868462052.jpg
白日梦想家,剧情|喜剧|冒险,导演: 本·斯蒂勒 Ben Stiller   主演: 本·斯蒂勒 Ben Stiller / 克里斯汀·...,8.6,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2893896472.jpg
疯狂的麦克斯4：狂暴之路,动作|科幻|冒险,导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg
可可西里,剧情|犯罪,导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...,8.9,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg
你看起来好像很好吃,剧情|动画|儿童,导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...,8.9,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg
爱乐之城,剧情|爱情|歌舞,导演: 达米恩·查泽雷 Damien Chazelle   主演: 瑞恩·高斯林 Ryan Gosling /...,8.4,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2929224846.jpg
贫民窟的百万富翁,剧情|爱情,导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...,8.6,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2434249040.jpg
波西米亚狂想曲,剧情|传记|同性|音乐,导演: 布莱恩·辛格 Bryan Singer   主演: 拉米·马雷克 Rami Malek / 本·哈...,8.6,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg
城市之光,喜剧|剧情|爱情,导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...,9.3,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg
爆裂鼓手,剧情|音乐,导演: 达米恩·查泽雷 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...,8.6,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2915975989.jpg
青蛇,剧情|爱情|奇幻|古装,导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,8.6,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2923862788.jpg
东邪西毒,剧情|动作|爱情|武侠|古装,导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...,8.6,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1982176012.jpg
哈利·波特与死亡圣器(上),奇幻|冒险,导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,8.6,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2913456984.jpg
无耻混蛋,剧情|犯罪,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / ...,8.7,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg
终结者2：审判日,动作|科幻,导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...,8.8,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg
大红灯笼高高挂,剧情,导演: 张艺谋 Yimou Zhang   主演: 巩俐 Li Gong / 马精武 Jingwu Ma / 何赛...,8.8,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1254404823.jpg
黑天鹅,剧情|惊悚,导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...,8.6,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549648344.jpg
新龙门客栈,动作|爱情|武侠|古装,导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,8.7,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg
初恋这件小事,剧情|喜剧|爱情,导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,8.5,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg
人工智能,剧情|科幻,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg
千钧一发,剧情|科幻|惊悚,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...,8.8,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792423963.jpg
崖上的波妞,动画|奇幻|冒险,导演: 宫崎骏 Hayao Miyazaki   主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...,8.6,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2627847859.jpg
雨人,剧情,导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...,8.7,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2353324612.jpg
虎口脱险,喜剧|战争,导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...,8.9,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg
哈利·波特与凤凰社,奇幻|冒险,导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,8.6,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2913456924.jpg
彗星来的那一夜,科幻|悬疑|惊悚,导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...,8.6,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg
罗生门,剧情|犯罪|悬疑,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 京町子 ...,8.8,暂无简介,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg
海边的曼彻斯特,剧情|家庭,导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...,8.6,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg
恋恋笔记本,剧情|爱情,导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...,8.5,暂无简介,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg
真爱至上,喜剧|剧情|爱情,导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 连姆...,8.5,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p475600770.jpg
火星救援,剧情|科幻|冒险,导演: 雷德利·斯科特 Ridley Scott   主演: 马特·达蒙 Matt Damon / 杰西卡...,8.5,暂无简介,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264592493.jpg
黑客帝国2：重装上阵,动作|科幻,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...,8.7,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg
步履不停,剧情|家庭,导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...,8.8,暂无简介,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg
